,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
804,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
805,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0
806,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
807,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
808,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
809,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
810,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
811,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
812,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0
813,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
814,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
815,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
816,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
817,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
818,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
819,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
820,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0
821,5.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
822,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
823,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
824,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0
825,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
826,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
827,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
828,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
829,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
830,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
831,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
832,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
833,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
834,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
835,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
836,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
837,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0
838,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
839,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
840,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
842,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
843,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
844,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
845,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
846,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
847,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
848,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
849,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
850,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
851,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
852,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
853,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
854,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
855,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
856,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
857,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
858,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
859,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
860,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
861,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
862,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
863,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
864,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
865,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
866,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
867,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
868,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
869,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0
870,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
871,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
872,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
873,5.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
874,5.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
875,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
876,7.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
877,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
878,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
879,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
880,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
881,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
882,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
883,7.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
884,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
885,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
886,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0
887,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
888,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
889,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
890,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
891,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
892,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
893,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
894,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
895,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
896,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
897,7.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
898,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
899,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
900,7.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
901,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
902,6.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
903,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
904,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0
905,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
906,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
907,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0
908,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
909,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
910,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
911,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
912,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
913,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
914,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
915,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
916,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
917,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
918,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
919,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
920,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
921,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
922,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
923,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
924,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
925,6.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
926,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
927,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
928,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
929,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
930,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
931,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
932,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
933,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
934,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
935,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0
936,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0
937,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
938,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
939,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
940,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
941,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
942,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
943,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
944,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0
945,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
946,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
947,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0
948,7.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
949,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
950,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
951,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
952,7.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
953,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
954,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
955,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
956,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
957,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
958,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0
959,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
960,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
961,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
962,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0
963,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
964,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
965,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
966,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
967,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
968,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
969,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
970,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
971,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
972,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0
973,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0
974,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
975,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
976,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
977,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
978,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
979,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0
980,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
981,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
982,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0
983,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
984,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
985,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
986,6.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
987,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
988,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
989,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
990,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
991,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
992,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
993,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
994,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
995,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
996,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
997,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
998,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
999,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0
1000,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1001,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1002,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
